Date of Application,Legal Name,Trade Name 2,App NO,Registration Number,Type of PIBO,Application Status
2022-06-30T17:36:02,Cavinkare India Pvt. Ltd.,Cavinkare India Pvt. Ltd.,2223,20220630082223,Importer,In Progress
2022-06-27T15:21:10,KEI INDUSTRIES LIMITED,KEI INDUSTRIES LIMITED,2029,20220627082029,Importer,In Progress
2022-06-28T12:07:35,SHIMA,SHIMA,2062,20220628082062,Importer,In Progress
2022-08-06T13:02:50,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,DHANLAKSHMI PACKAGING INDUSTRIES PRIVATE LIMITED,3365,20220806083365,Importer,In Progress
2022-06-29T17:55:42,RAJSHRI PRODUCTIONS PRIVATE LIMITED,RAJSHRI PRODUCTIONS PRIVATE LIMITED,2105,20220629082105,Importer,In Progress
2022-07-05T19:30:19,Tata Chemicals Limited,Tata Chemicals Limited,2188,20220705082188,Importer,In Progress
2022-06-29T15:23:09,SANJAY GUPTA,S. S. GLOBAL,2161,20220629082161,Importer,In Progress
2022-06-30T15:30:57,LABDHI INDUSTRIES,LABDHI INDUSTRIES,2222,20220630082222,Importer,In Progress
2022-07-01T16:01:49,Inovas Cups Pvt Ltd,Inovas Cups Pvt Ltd,2276,20220701082276,Importer,In Progress
2022-07-02T16:46:03,KRIPA INTERIOR,KRIPA INTERIOR,2280,20220702082280,Importer,In Progress
2022-07-21T17:02:30,Epiroc Mining India Ltd,Epiroc Mining India Ltd,3173,20220721083173,Importer,In Progress
2022-07-02T18:54:55,AmCorp Advance Materials LLP.,AmCorp Advance Materials LLP.,2323,20220702082323,Importer,In Progress
2022-08-10T13:17:12,Coromandel International Limited,Coromandel International Limited,4390,20220810084390,Importer,In Progress
2022-07-06T11:45:13,G. Surgiwear Limited,G. Surgiwear Limited,2372,20220706082372,Importer,In Progress
2022-07-05T16:54:26,PV LUMENS LLP,PV LUMENS LLP,2388,20220705082388,Importer,In Progress
2022-07-06T13:09:02,GURMAT IMPEX & SHIPPING SERVICES,GURMAT IMPEX & SHIPPING SERVICES,2410,20220706082410,Importer,In Progress
2022-07-16T15:06:24,MARUTHI ASSOCIATES,MARUTHI ASSOCIATES,2887,20220716082887,Importer,In Progress
2022-07-15T12:25:29,Right Health Products Private Limited,Right Health Products Private Limited,2444,20220715082444,Importer,In Progress
2022-07-13T13:37:38,NATURIS COSMETICS PVT LTD,NATURIS COSMETICS PVT LTD,2461,20220713082461,Importer,In Progress
2022-07-07T17:24:37,GREEN PRINTING SOLUTION PVT LTD,GREEN PRINTING SOLUTION PVT LTD,2483,20220707082483,Importer,In Progress
2022-08-02T16:00:43,Negen Polysolutions Private Limited,Negen Polysolutions Private Limited,2526,20220802082526,Importer,In Progress
2022-07-08T18:12:24,MANISH,MANISH,2548,20220708082548,Importer,In Progress
2022-07-08T21:38:27,MOHAN BAGADIA,SHIV MOHAN CANVAS STORE,2554,20220708082554,Importer,In Progress
2022-07-10T14:46:52,RENU GOEL,KASHVI IMPEX,2590,20220710082590,Importer,In Progress
2022-08-17T13:01:34,FIBRE TRADE LINC PVT LTD,FIBRE TRADE LINC PVT LTD,4401,20220817084401,Importer,In Progress
2022-08-09T18:37:03,MICRO LABS LIMITED,MICRO LABS LIMITED,4371,20220809084371,Importer,In Progress
2022-07-13T13:21:36,MUKESH GANGJI PATEL,Shri Hari Impex,2684,20220713082684,Importer,In Progress
2022-07-13T12:33:50,ASC Consulting Private Limited,ASC Consulting Private Limited,2650,20220713082650,Importer,In Progress
2022-07-25T17:31:14,PEARL APPARELS PRIVATE LIMITED,PEARL APPARELS PRIVATE LIMITED,3333,20220725083333,Importer,In Progress
2022-07-13T10:29:38,RAGHULEELA OVERSEAS,RAGHULEELA OVERSEAS,2696,20220713082696,Importer,In Progress
2022-07-16T14:38:27,SHAKUN PACKERS,IMPORT,2895,20220716082895,Importer,In Progress
2022-07-13T16:14:06,TIRUPATI BALAJI OVERSEAS,TIRUPATI BALAJI OVERSEAS,2726,20220713082726,Importer,In Progress
2022-07-14T14:50:57,VEER VARDHMAN TEXTILE MILLS LIMITED,VEER VARDHMAN TEXTILE MILLS LIMITED,2750,20220714082750,Importer,In Progress
2022-08-30T18:12:51,JAITHEE EXPORTS AND IMPORTS PRIVATE LIMITED,JAITHEE EXPORTS AND IMPORTS PRIVATE LIMITED,2753,20220830082753,Importer,In Progress
2022-07-18T15:00:44,PARSHVANATH INTERNATIONAL,PARSHVANATH INTERNATIONAL,2962,20220718082962,Importer,In Progress
2022-07-14T19:00:13,PRAVEEN KUMAR GOYAL,JAGDISH POLYCRAFT INTERNATIONAL,2801,20220714082801,Importer,In Progress
2022-07-14T19:54:50,NITIN INTERNATIONAL,NITIN INTERNATIONAL,2807,20220714082807,Importer,In Progress
2022-07-15T13:12:15,TRANSTREE EXPRESS PRIVATE LIMITED,TRANSTREE EXPRESS PRIVATE LIMITED,2831,20220715082831,Importer,In Progress
2022-07-27T11:55:24,Zydus Lifescience Limited,Zydus Lifescience Limited,2852,20220727082852,Importer,In Progress
2022-07-16T12:17:28,ARUN PRODUCTS,ARUN PRODUCTS,2886,20220716082886,Importer,In Progress
2022-07-16T14:13:15,VIJAYKUMAR SHIVJI DHORU,BHAVYA ALUMINIUM FURNITURE,2894,20220716082894,Importer,In Progress
